"id","imagen","habilidades","estadisticas","tipo"
"85","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png","run-away,early-bird,tangled-feet","hp: 60,attack: 110,defense: 70,special-attack: 60,special-defense: 60,speed: 110","normal,flying"
"87","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png","thick-fat,hydration,ice-body","hp: 90,attack: 70,defense: 80,special-attack: 70,special-defense: 95,speed: 70","water,ice"
"91","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png","shell-armor,skill-link,overcoat","hp: 50,attack: 95,defense: 180,special-attack: 85,special-defense: 45,speed: 70","water,ice"
"92","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png","levitate","hp: 30,attack: 35,defense: 30,special-attack: 100,special-defense: 35,speed: 80","ghost,poison"
"93","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png","levitate","hp: 45,attack: 50,defense: 45,special-attack: 115,special-defense: 55,speed: 95","ghost,poison"
"94","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png","cursed-body","hp: 60,attack: 65,defense: 60,special-attack: 130,special-defense: 75,speed: 110","ghost,poison"
"95","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png","rock-head,sturdy,weak-armor","hp: 35,attack: 45,defense: 160,special-attack: 30,special-defense: 45,speed: 70","rock,ground"
"102","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png","chlorophyll,harvest","hp: 60,attack: 40,defense: 80,special-attack: 60,special-defense: 45,speed: 40","grass,psychic"
"103","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png","chlorophyll,harvest","hp: 95,attack: 95,defense: 85,special-attack: 125,special-defense: 75,speed: 55","grass,psychic"
"111","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png","lightning-rod,rock-head,reckless","hp: 80,attack: 85,defense: 95,special-attack: 30,special-defense: 30,speed: 25","ground,rock"
"112","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png","lightning-rod,rock-head,reckless","hp: 105,attack: 130,defense: 120,special-attack: 45,special-defense: 45,speed: 40","ground,rock"
"121","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png","illuminate,natural-cure,analytic","hp: 60,attack: 75,defense: 85,special-attack: 100,special-defense: 85,speed: 115","water,psychic"
"122","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png","soundproof,filter,technician","hp: 40,attack: 45,defense: 65,special-attack: 100,special-defense: 120,speed: 90","psychic,fairy"
"123","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png","swarm,technician,steadfast","hp: 70,attack: 110,defense: 80,special-attack: 55,special-defense: 80,speed: 105","bug,flying"
"124","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png","oblivious,forewarn,dry-skin","hp: 65,attack: 50,defense: 35,special-attack: 115,special-defense: 95,speed: 95","ice,psychic"
"130","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png","intimidate,moxie","hp: 95,attack: 125,defense: 79,special-attack: 60,special-defense: 100,speed: 81","water,flying"
"131","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png","water-absorb,shell-armor,hydration","hp: 130,attack: 85,defense: 80,special-attack: 85,special-defense: 95,speed: 60","water,ice"
"138","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png","swift-swim,shell-armor,weak-armor","hp: 35,attack: 40,defense: 100,special-attack: 90,special-defense: 55,speed: 35","rock,water"
"139","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png","swift-swim,shell-armor,weak-armor","hp: 70,attack: 60,defense: 125,special-attack: 115,special-defense: 70,speed: 55","rock,water"
"140","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png","swift-swim,battle-armor,weak-armor","hp: 30,attack: 80,defense: 90,special-attack: 55,special-defense: 45,speed: 55","rock,water"
"141","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png","swift-swim,battle-armor,weak-armor","hp: 60,attack: 115,defense: 105,special-attack: 65,special-defense: 70,speed: 80","rock,water"
"142","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png","rock-head,pressure,unnerve","hp: 80,attack: 105,defense: 65,special-attack: 60,special-defense: 75,speed: 130","rock,flying"
"144","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png","pressure,snow-cloak","hp: 90,attack: 85,defense: 100,special-attack: 95,special-defense: 125,speed: 85","ice,flying"
"145","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png","pressure,static","hp: 90,attack: 90,defense: 85,special-attack: 125,special-defense: 90,speed: 100","electric,flying"
"146","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png","pressure,flame-body","hp: 90,attack: 100,defense: 90,special-attack: 125,special-defense: 85,speed: 90","fire,flying"
"149","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png","inner-focus,multiscale","hp: 91,attack: 134,defense: 95,special-attack: 100,special-defense: 100,speed: 80","dragon,flying"
"163","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png","insomnia,keen-eye,tinted-lens","hp: 60,attack: 30,defense: 30,special-attack: 36,special-defense: 56,speed: 50","normal,flying"
"164","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png","insomnia,keen-eye,tinted-lens","hp: 100,attack: 50,defense: 50,special-attack: 86,special-defense: 96,speed: 70","normal,flying"
"165","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png","swarm,early-bird,rattled","hp: 40,attack: 20,defense: 30,special-attack: 40,special-defense: 80,speed: 55","bug,flying"
"166","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png","swarm,early-bird,iron-fist","hp: 55,attack: 35,defense: 50,special-attack: 55,special-defense: 110,speed: 85","bug,flying"
"167","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png","swarm,insomnia,sniper","hp: 40,attack: 60,defense: 40,special-attack: 40,special-defense: 40,speed: 30","bug,poison"
"168","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png","swarm,insomnia,sniper","hp: 70,attack: 90,defense: 70,special-attack: 60,special-defense: 70,speed: 40","bug,poison"
"169","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png","inner-focus,infiltrator","hp: 85,attack: 90,defense: 80,special-attack: 70,special-defense: 80,speed: 130","poison,flying"
"170","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png","volt-absorb,illuminate,water-absorb","hp: 75,attack: 38,defense: 38,special-attack: 56,special-defense: 56,speed: 67","water,electric"
"171","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png","volt-absorb,illuminate,water-absorb","hp: 125,attack: 58,defense: 58,special-attack: 76,special-defense: 76,speed: 67","water,electric"
"174","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png","cute-charm,competitive,friend-guard","hp: 90,attack: 30,defense: 15,special-attack: 40,special-defense: 20,speed: 15","normal,fairy"
"176","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png","hustle,serene-grace,super-luck","hp: 55,attack: 40,defense: 85,special-attack: 80,special-defense: 105,speed: 40","fairy,flying"
"177","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png","synchronize,early-bird,magic-bounce","hp: 40,attack: 50,defense: 45,special-attack: 70,special-defense: 45,speed: 70","psychic,flying"
"178","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png","synchronize,early-bird,magic-bounce","hp: 65,attack: 75,defense: 70,special-attack: 95,special-defense: 70,speed: 95","psychic,flying"
"183","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png","thick-fat,huge-power,sap-sipper","hp: 70,attack: 20,defense: 50,special-attack: 20,special-defense: 50,speed: 40","water,fairy"
"184","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png","thick-fat,huge-power,sap-sipper","hp: 100,attack: 50,defense: 80,special-attack: 60,special-defense: 80,speed: 50","water,fairy"
"187","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png","chlorophyll,leaf-guard,infiltrator","hp: 35,attack: 35,defense: 40,special-attack: 35,special-defense: 55,speed: 50","grass,flying"
"188","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png","chlorophyll,leaf-guard,infiltrator","hp: 55,attack: 45,defense: 50,special-attack: 45,special-defense: 65,speed: 80","grass,flying"
"189","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png","chlorophyll,leaf-guard,infiltrator","hp: 75,attack: 55,defense: 70,special-attack: 55,special-defense: 95,speed: 110","grass,flying"
"193","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png","speed-boost,compound-eyes,frisk","hp: 65,attack: 65,defense: 45,special-attack: 75,special-defense: 45,speed: 95","bug,flying"
"194","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png","damp,water-absorb,unaware","hp: 55,attack: 45,defense: 45,special-attack: 25,special-defense: 25,speed: 15","water,ground"
"195","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png","damp,water-absorb,unaware","hp: 95,attack: 85,defense: 85,special-attack: 65,special-defense: 65,speed: 35","water,ground"
"198","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png","insomnia,super-luck,prankster","hp: 60,attack: 85,defense: 42,special-attack: 85,special-defense: 42,speed: 91","dark,flying"
"199","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png","oblivious,own-tempo,regenerator","hp: 95,attack: 75,defense: 80,special-attack: 100,special-defense: 110,speed: 30","water,psychic"
"203","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png","inner-focus,early-bird,sap-sipper","hp: 70,attack: 80,defense: 65,special-attack: 90,special-defense: 65,speed: 85","normal,psychic"
"205","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png","sturdy,overcoat","hp: 75,attack: 90,defense: 140,special-attack: 60,special-defense: 60,speed: 40","bug,steel"
"207","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png","hyper-cutter,sand-veil,immunity","hp: 65,attack: 75,defense: 105,special-attack: 35,special-defense: 65,speed: 85","ground,flying"
"208","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png","rock-head,sturdy,sheer-force","hp: 75,attack: 85,defense: 200,special-attack: 55,special-defense: 65,speed: 30","steel,ground"
"211","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png","poison-point,swift-swim,intimidate","hp: 65,attack: 95,defense: 85,special-attack: 55,special-defense: 55,speed: 85","water,poison"
"212","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png","swarm,technician,light-metal","hp: 70,attack: 130,defense: 100,special-attack: 55,special-defense: 80,speed: 65","bug,steel"
"213","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png","sturdy,gluttony,contrary","hp: 20,attack: 10,defense: 230,special-attack: 10,special-defense: 230,speed: 5","bug,rock"
"214","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png","swarm,guts,moxie","hp: 80,attack: 125,defense: 75,special-attack: 40,special-defense: 95,speed: 85","bug,fighting"
"215","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png","inner-focus,keen-eye,pickpocket","hp: 55,attack: 95,defense: 55,special-attack: 35,special-defense: 75,speed: 115","dark,ice"
"219","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png","magma-armor,flame-body,weak-armor","hp: 60,attack: 50,defense: 120,special-attack: 90,special-defense: 80,speed: 30","fire,rock"
"220","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png","oblivious,snow-cloak,thick-fat","hp: 50,attack: 50,defense: 40,special-attack: 30,special-defense: 30,speed: 50","ice,ground"
"221","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png","oblivious,snow-cloak,thick-fat","hp: 100,attack: 100,defense: 80,special-attack: 60,special-defense: 60,speed: 50","ice,ground"
"222","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png","hustle,natural-cure,regenerator","hp: 65,attack: 55,defense: 95,special-attack: 65,special-defense: 95,speed: 35","water,rock"
"225","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png","vital-spirit,hustle,insomnia","hp: 45,attack: 55,defense: 45,special-attack: 65,special-defense: 45,speed: 75","ice,flying"
"226","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png","swift-swim,water-absorb,water-veil","hp: 85,attack: 40,defense: 70,special-attack: 80,special-defense: 140,speed: 70","water,flying"
"227","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png","keen-eye,sturdy,weak-armor","hp: 65,attack: 80,defense: 140,special-attack: 40,special-defense: 70,speed: 70","steel,flying"
"228","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png","early-bird,flash-fire,unnerve","hp: 45,attack: 60,defense: 30,special-attack: 80,special-defense: 50,speed: 65","dark,fire"
"229","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png","early-bird,flash-fire,unnerve","hp: 75,attack: 90,defense: 50,special-attack: 110,special-defense: 80,speed: 95","dark,fire"
"230","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png","swift-swim,sniper,damp","hp: 75,attack: 95,defense: 95,special-attack: 95,special-defense: 95,speed: 85","water,dragon"
"238","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png","oblivious,forewarn,hydration","hp: 45,attack: 30,defense: 15,special-attack: 85,special-defense: 65,speed: 65","ice,psychic"
"246","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png","guts,sand-veil","hp: 50,attack: 64,defense: 50,special-attack: 45,special-defense: 50,speed: 41","rock,ground"
"247","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png","shed-skin","hp: 70,attack: 84,defense: 70,special-attack: 65,special-defense: 70,speed: 51","rock,ground"
"248","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png","sand-stream,unnerve","hp: 100,attack: 134,defense: 110,special-attack: 95,special-defense: 100,speed: 61","rock,dark"
"249","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png","pressure,multiscale","hp: 106,attack: 90,defense: 130,special-attack: 90,special-defense: 154,speed: 110","psychic,flying"
"250","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png","pressure,regenerator","hp: 106,attack: 130,defense: 90,special-attack: 110,special-defense: 154,speed: 90","fire,flying"
"251","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png","natural-cure","hp: 100,attack: 100,defense: 100,special-attack: 100,special-defense: 100,speed: 100","psychic,grass"
"256","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png","blaze,speed-boost","hp: 60,attack: 85,defense: 60,special-attack: 85,special-defense: 60,speed: 55","fire,fighting"
"257","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png","blaze,speed-boost","hp: 80,attack: 120,defense: 70,special-attack: 110,special-defense: 70,speed: 80","fire,fighting"
"259","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png","torrent,damp","hp: 70,attack: 85,defense: 70,special-attack: 60,special-defense: 70,speed: 50","water,ground"
"260","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png","torrent,damp","hp: 100,attack: 110,defense: 90,special-attack: 85,special-defense: 90,speed: 60","water,ground"
"267","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png","swarm,rivalry","hp: 60,attack: 70,defense: 50,special-attack: 100,special-defense: 50,speed: 65","bug,flying"
"269","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png","shield-dust,compound-eyes","hp: 60,attack: 50,defense: 70,special-attack: 50,special-defense: 90,speed: 65","bug,poison"
"270","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png","swift-swim,rain-dish,own-tempo","hp: 40,attack: 30,defense: 30,special-attack: 40,special-defense: 50,speed: 30","water,grass"
"271","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png","swift-swim,rain-dish,own-tempo","hp: 60,attack: 50,defense: 50,special-attack: 60,special-defense: 70,speed: 50","water,grass"
"272","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png","swift-swim,rain-dish,own-tempo","hp: 80,attack: 70,defense: 70,special-attack: 90,special-defense: 100,speed: 70","water,grass"
"274","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png","chlorophyll,early-bird,pickpocket","hp: 70,attack: 70,defense: 40,special-attack: 60,special-defense: 40,speed: 60","grass,dark"
"275","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png","chlorophyll,early-bird,pickpocket","hp: 90,attack: 100,defense: 60,special-attack: 90,special-defense: 60,speed: 80","grass,dark"
"276","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png","guts,scrappy","hp: 40,attack: 55,defense: 30,special-attack: 30,special-defense: 30,speed: 85","normal,flying"
"277","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png","guts,scrappy","hp: 60,attack: 85,defense: 60,special-attack: 75,special-defense: 50,speed: 125","normal,flying"
"278","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png","keen-eye,hydration,rain-dish","hp: 40,attack: 30,defense: 30,special-attack: 55,special-defense: 30,speed: 85","water,flying"
"279","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png","keen-eye,drizzle,rain-dish","hp: 60,attack: 50,defense: 100,special-attack: 95,special-defense: 70,speed: 65","water,flying"
"280","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png","synchronize,trace,telepathy","hp: 28,attack: 25,defense: 25,special-attack: 45,special-defense: 35,speed: 40","psychic,fairy"
"281","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png","synchronize,trace,telepathy","hp: 38,attack: 35,defense: 35,special-attack: 65,special-defense: 55,speed: 50","psychic,fairy"
"282","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png","synchronize,trace,telepathy","hp: 68,attack: 65,defense: 65,special-attack: 125,special-defense: 115,speed: 80","psychic,fairy"
